tag_id,general_class,sub_class,color
13975,small vehicle,sedan,blue
23315,small vehicle,sedan,blue
15223,small vehicle,sedan,silver/grey
12977,small vehicle,sedan,silver/grey
33591,small vehicle,sedan,white
12331,small vehicle,hatchback,black
12640,small vehicle,sedan,silver/grey
29381,small vehicle,hatchback,silver/grey
35974,small vehicle,sedan,silver/grey
37079,small vehicle,hatchback,red
12641,small vehicle,sedan,black
21297,small vehicle,jeep,silver/grey
26676,small vehicle,hatchback,black
34984,small vehicle,hatchback,blue
16813,small vehicle,hatchback,silver/grey
21424,small vehicle,sedan,silver/grey
17567,small vehicle,sedan,silver/grey
28507,small vehicle,sedan,black
10064,small vehicle,sedan,silver/grey
19023,small vehicle,sedan,silver/grey
36398,small vehicle,jeep,black
38693,small vehicle,sedan,silver/grey
39068,small vehicle,jeep,white
28735,small vehicle,hatchback,white
24120,small vehicle,jeep,silver/grey
17949,small vehicle,jeep,silver/grey
38356,small vehicle,hatchback,silver/grey
12043,small vehicle,sedan,white
22436,small vehicle,sedan,silver/grey
25587,small vehicle,jeep,black
18377,small vehicle,hatchback,silver/grey
19908,small vehicle,jeep,silver/grey
13247,small vehicle,hatchback,white
27365,small vehicle,hatchback,white
36011,small vehicle,sedan,silver/grey
19379,small vehicle,sedan,blue
17287,small vehicle,jeep,silver/grey
11366,small vehicle,sedan,white
28477,small vehicle,sedan,blue
10543,small vehicle,hatchback,white
19914,small vehicle,sedan,silver/grey
19314,small vehicle,sedan,white
20754,small vehicle,sedan,white
38104,small vehicle,jeep,silver/grey
23408,small vehicle,sedan,silver/grey
16435,small vehicle,hatchback,silver/grey
27608,small vehicle,hatchback,blue
25793,small vehicle,sedan,blue
16933,small vehicle,hatchback,silver/grey
15136,small vehicle,hatchback,silver/grey
38288,small vehicle,sedan,silver/grey
13040,small vehicle,sedan,red
34378,small vehicle,jeep,blue
24312,small vehicle,sedan,silver/grey
33964,small vehicle,jeep,silver/grey
28316,small vehicle,sedan,silver/grey
19387,small vehicle,jeep,silver/grey
19371,small vehicle,hatchback,blue
19962,small vehicle,hatchback,silver/grey
27900,small vehicle,jeep,white
31541,small vehicle,sedan,silver/grey
35568,small vehicle,sedan,silver/grey
14273,small vehicle,hatchback,black
20076,small vehicle,hatchback,blue
36729,small vehicle,hatchback,white
23027,small vehicle,jeep,white
18606,small vehicle,hatchback,yellow
19767,small vehicle,jeep,silver/grey
21581,small vehicle,jeep,blue
19130,small vehicle,sedan,silver/grey
21367,small vehicle,sedan,white
33738,small vehicle,hatchback,black
24239,small vehicle,sedan,silver/grey
27418,small vehicle,hatchback,white
16740,small vehicle,jeep,silver/grey
13922,small vehicle,hatchback,silver/grey
32167,small vehicle,jeep,blue
26465,small vehicle,sedan,silver/grey
36788,small vehicle,hatchback,white
22482,small vehicle,sedan,silver/grey
27167,small vehicle,jeep,other
12105,small vehicle,hatchback,silver/grey
15327,small vehicle,sedan,blue
22535,small vehicle,sedan,silver/grey
16599,small vehicle,sedan,silver/grey
18559,small vehicle,hatchback,white
25744,small vehicle,jeep,white
34028,small vehicle,jeep,blue
14624,small vehicle,sedan,black
28586,small vehicle,minivan,white
15328,small vehicle,hatchback,white
14299,small vehicle,hatchback,red
15640,small vehicle,hatchback,white
13665,small vehicle,hatchback,silver/grey
14886,small vehicle,hatchback,black
26487,small vehicle,sedan,blue
26018,small vehicle,sedan,silver/grey
33099,small vehicle,hatchback,silver/grey
23464,small vehicle,hatchback,silver/grey
30791,small vehicle,sedan,white
20697,small vehicle,sedan,silver/grey
36405,small vehicle,sedan,black
10239,small vehicle,sedan,white
22563,small vehicle,sedan,white
36826,small vehicle,sedan,silver/grey
23494,small vehicle,sedan,white
28259,small vehicle,hatchback,white
25609,small vehicle,hatchback,silver/grey
17504,small vehicle,pickup,silver/grey
30217,small vehicle,jeep,silver/grey
25314,small vehicle,sedan,silver/grey
34568,small vehicle,sedan,silver/grey
20532,small vehicle,sedan,white
16407,small vehicle,sedan,silver/grey
30283,small vehicle,jeep,silver/grey
31334,small vehicle,hatchback,white
35427,small vehicle,sedan,silver/grey
28221,small vehicle,jeep,silver/grey
14198,small vehicle,sedan,silver/grey
29479,small vehicle,jeep,white
17622,small vehicle,hatchback,silver/grey
24289,small vehicle,sedan,red
28478,small vehicle,hatchback,white
33677,small vehicle,sedan,silver/grey
38326,small vehicle,sedan,silver/grey
30725,small vehicle,hatchback,silver/grey
21929,small vehicle,sedan,white
25272,small vehicle,hatchback,blue
11106,small vehicle,sedan,silver/grey
39965,small vehicle,hatchback,blue
28614,small vehicle,sedan,silver/grey
16226,small vehicle,sedan,silver/grey
24004,small vehicle,hatchback,white
26851,small vehicle,sedan,red
15259,small vehicle,sedan,silver/grey
12702,small vehicle,hatchback,black
28591,small vehicle,hatchback,silver/grey
32574,small vehicle,jeep,silver/grey
15146,small vehicle,jeep,white
38812,small vehicle,hatchback,green
27802,small vehicle,hatchback,silver/grey
19635,small vehicle,jeep,red
38970,small vehicle,minivan,silver/grey
13203,small vehicle,sedan,blue
21501,small vehicle,jeep,silver/grey
27826,small vehicle,jeep,black
11632,small vehicle,jeep,silver/grey
30591,small vehicle,jeep,silver/grey
34463,small vehicle,jeep,silver/grey
28243,small vehicle,jeep,silver/grey
31308,small vehicle,sedan,white
23261,small vehicle,sedan,white
25979,small vehicle,hatchback,silver/grey
10101,small vehicle,jeep,silver/grey
34992,small vehicle,hatchback,silver/grey
16516,small vehicle,sedan,silver/grey
28021,small vehicle,sedan,black
35033,small vehicle,hatchback,blue
18062,small vehicle,hatchback,silver/grey
17959,small vehicle,jeep,silver/grey
27633,small vehicle,hatchback,black
23438,small vehicle,hatchback,black
39388,small vehicle,sedan,silver/grey
33427,small vehicle,sedan,white
34271,small vehicle,jeep,silver/grey
14944,small vehicle,sedan,white
14522,small vehicle,hatchback,silver/grey
34425,small vehicle,sedan,blue
36730,small vehicle,sedan,white
20229,small vehicle,sedan,silver/grey
27515,small vehicle,hatchback,white
15880,small vehicle,hatchback,silver/grey
21787,small vehicle,jeep,silver/grey
30322,small vehicle,hatchback,white
17634,small vehicle,sedan,black
11195,small vehicle,sedan,silver/grey
33583,small vehicle,jeep,silver/grey
31780,small vehicle,sedan,black
26763,small vehicle,sedan,silver/grey
16333,small vehicle,sedan,white
16555,small vehicle,sedan,silver/grey
38100,small vehicle,hatchback,silver/grey
37334,small vehicle,sedan,silver/grey
21524,small vehicle,sedan,white
23099,small vehicle,jeep,silver/grey
19245,small vehicle,sedan,silver/grey
31095,small vehicle,hatchback,silver/grey
34060,small vehicle,minivan,silver/grey
37264,small vehicle,hatchback,blue
33991,small vehicle,hatchback,silver/grey
34548,small vehicle,hatchback,black
23938,small vehicle,sedan,blue
18423,small vehicle,jeep,black
35998,small vehicle,sedan,silver/grey
39681,small vehicle,hatchback,silver/grey
28224,small vehicle,hatchback,blue
33512,small vehicle,sedan,blue
31287,small vehicle,jeep,silver/grey
30563,small vehicle,sedan,blue
15375,small vehicle,sedan,silver/grey
36732,small vehicle,sedan,silver/grey
29881,small vehicle,jeep,blue
20489,small vehicle,hatchback,silver/grey
16460,small vehicle,sedan,white
29619,small vehicle,sedan,silver/grey
33999,small vehicle,hatchback,silver/grey
13352,small vehicle,sedan,white
29877,small vehicle,hatchback,blue
23806,small vehicle,sedan,silver/grey
29115,small vehicle,hatchback,silver/grey
39178,small vehicle,sedan,white
17113,small vehicle,hatchback,blue
34588,small vehicle,sedan,silver/grey
31829,small vehicle,sedan,silver/grey
32709,small vehicle,sedan,silver/grey
19219,small vehicle,sedan,white
35480,small vehicle,hatchback,red
27104,small vehicle,sedan,silver/grey
29515,small vehicle,sedan,silver/grey
13902,small vehicle,hatchback,white
22146,small vehicle,sedan,silver/grey
29230,small vehicle,jeep,silver/grey
15317,small vehicle,sedan,silver/grey
24534,small vehicle,sedan,silver/grey
35721,small vehicle,sedan,silver/grey
21251,small vehicle,sedan,white
30941,small vehicle,jeep,silver/grey
28773,small vehicle,sedan,white
25230,small vehicle,sedan,white
36079,small vehicle,hatchback,black
29575,small vehicle,jeep,silver/grey
27575,small vehicle,sedan,red
23500,small vehicle,sedan,black
29462,small vehicle,minivan,white
23779,small vehicle,sedan,black
20270,small vehicle,jeep,silver/grey
20381,small vehicle,sedan,silver/grey
22272,small vehicle,hatchback,black
29614,small vehicle,sedan,black
26929,small vehicle,sedan,white
17368,small vehicle,sedan,silver/grey
30876,small vehicle,hatchback,black
32590,small vehicle,hatchback,red
12618,small vehicle,jeep,silver/grey
36033,small vehicle,hatchback,white
34379,small vehicle,sedan,silver/grey
30640,small vehicle,sedan,silver/grey
13710,small vehicle,hatchback,silver/grey
14621,small vehicle,jeep,other
24291,small vehicle,jeep,silver/grey
14489,small vehicle,jeep,black
36787,small vehicle,hatchback,silver/grey
39414,small vehicle,sedan,silver/grey
15284,small vehicle,hatchback,silver/grey
26783,small vehicle,sedan,black
39721,small vehicle,sedan,silver/grey
34309,small vehicle,jeep,white
17849,small vehicle,sedan,silver/grey
38246,small vehicle,sedan,silver/grey
29137,small vehicle,hatchback,black
22829,small vehicle,sedan,silver/grey
13575,small vehicle,jeep,silver/grey
37799,small vehicle,sedan,silver/grey
21590,small vehicle,sedan,silver/grey
19600,small vehicle,hatchback,blue
12172,small vehicle,hatchback,silver/grey
25917,small vehicle,sedan,white
39804,small vehicle,sedan,silver/grey
13324,small vehicle,sedan,silver/grey
34545,small vehicle,hatchback,silver/grey
27691,small vehicle,sedan,white
33800,small vehicle,jeep,white
22051,small vehicle,van,white
31662,small vehicle,hatchback,white
33987,small vehicle,sedan,white
39858,small vehicle,hatchback,black
17773,small vehicle,sedan,silver/grey
38349,small vehicle,hatchback,white
39198,small vehicle,sedan,white
12810,small vehicle,sedan,white
16055,small vehicle,sedan,silver/grey
24447,small vehicle,jeep,white
25974,small vehicle,hatchback,black
28945,small vehicle,sedan,black
36598,small vehicle,jeep,blue
32778,small vehicle,hatchback,blue
32160,small vehicle,sedan,silver/grey
26506,small vehicle,sedan,silver/grey
15642,small vehicle,hatchback,silver/grey
24593,small vehicle,sedan,silver/grey
20124,small vehicle,sedan,silver/grey
20257,small vehicle,sedan,white
32607,small vehicle,hatchback,white
37438,small vehicle,hatchback,silver/grey
37684,small vehicle,jeep,red
36743,small vehicle,sedan,silver/grey
39974,small vehicle,sedan,blue
20284,small vehicle,sedan,silver/grey
18422,small vehicle,jeep,silver/grey
25323,small vehicle,van,yellow
22327,small vehicle,jeep,silver/grey
29387,small vehicle,jeep,blue
24270,small vehicle,sedan,silver/grey
24069,small vehicle,hatchback,black
27111,small vehicle,jeep,white
32911,small vehicle,sedan,white
23580,small vehicle,jeep,silver/grey
15057,small vehicle,jeep,white
39195,small vehicle,sedan,white
39356,small vehicle,sedan,white
11680,small vehicle,sedan,silver/grey
28304,small vehicle,sedan,white
29615,small vehicle,sedan,white
11057,small vehicle,hatchback,other
34812,small vehicle,sedan,red
36804,small vehicle,sedan,black
23615,small vehicle,sedan,black
17398,small vehicle,sedan,white
14422,small vehicle,hatchback,black
25330,small vehicle,jeep,other
26293,small vehicle,hatchback,black
31145,small vehicle,hatchback,silver/grey
38429,small vehicle,sedan,silver/grey
39805,small vehicle,jeep,silver/grey
23286,small vehicle,sedan,silver/grey
19958,small vehicle,hatchback,black
24033,small vehicle,sedan,white
16909,small vehicle,hatchback,black
34336,small vehicle,hatchback,yellow
37419,small vehicle,sedan,red
25385,small vehicle,hatchback,silver/grey
16858,small vehicle,hatchback,white
26477,small vehicle,minivan,white
15779,small vehicle,sedan,silver/grey
26928,small vehicle,sedan,white
24290,small vehicle,sedan,white
19256,small vehicle,sedan,silver/grey
31089,small vehicle,jeep,silver/grey
25531,small vehicle,hatchback,blue
34875,small vehicle,sedan,silver/grey
15020,small vehicle,van,white
37201,small vehicle,sedan,black
23363,small vehicle,jeep,silver/grey
18340,small vehicle,hatchback,silver/grey
30803,small vehicle,sedan,silver/grey
39840,small vehicle,pickup,white
10784,large vehicle,truck,white
16339,large vehicle,truck,white
10703,large vehicle,truck,white
26316,large vehicle,truck,white
12629,small vehicle,van,white
17851,small vehicle,sedan,black
37424,small vehicle,jeep,silver/grey
39871,small vehicle,jeep,white
18017,small vehicle,sedan,black
36381,small vehicle,sedan,silver/grey
24836,small vehicle,hatchback,silver/grey
30234,small vehicle,minivan,white
25206,small vehicle,sedan,white
25131,small vehicle,sedan,silver/grey
29439,small vehicle,hatchback,black
23080,small vehicle,sedan,silver/grey
33676,small vehicle,jeep,red
27031,small vehicle,hatchback,silver/grey
13028,small vehicle,hatchback,white
16168,small vehicle,jeep,silver/grey
37522,small vehicle,hatchback,black
20189,small vehicle,hatchback,blue
33469,small vehicle,sedan,silver/grey
25224,small vehicle,sedan,black
15635,small vehicle,sedan,silver/grey
19877,small vehicle,sedan,white
31756,small vehicle,sedan,black
24169,small vehicle,sedan,black
10318,small vehicle,jeep,silver/grey
38402,small vehicle,sedan,silver/grey
31211,small vehicle,sedan,silver/grey
20579,small vehicle,sedan,silver/grey
18237,small vehicle,sedan,white
15395,small vehicle,sedan,black
39300,small vehicle,hatchback,silver/grey
15170,small vehicle,hatchback,other
11993,small vehicle,hatchback,white
35664,small vehicle,sedan,silver/grey
38194,small vehicle,minivan,white
13142,small vehicle,sedan,silver/grey
26530,small vehicle,sedan,black
39271,small vehicle,hatchback,red
38822,small vehicle,jeep,white
15770,small vehicle,sedan,white
34388,small vehicle,sedan,silver/grey
23207,small vehicle,jeep,white
16361,small vehicle,hatchback,silver/grey
29629,small vehicle,hatchback,white
25393,small vehicle,hatchback,white
33315,small vehicle,sedan,silver/grey
35572,small vehicle,hatchback,red
22471,small vehicle,hatchback,silver/grey
10315,small vehicle,sedan,blue
11272,small vehicle,hatchback,black
29418,small vehicle,hatchback,white
14275,small vehicle,hatchback,black
26490,small vehicle,hatchback,black
17735,small vehicle,jeep,white
26903,small vehicle,sedan,silver/grey
24833,small vehicle,hatchback,black
10768,small vehicle,sedan,white
34678,small vehicle,hatchback,white
10790,small vehicle,hatchback,blue
27886,small vehicle,hatchback,other
28118,small vehicle,sedan,white
14683,small vehicle,sedan,silver/grey
25696,small vehicle,sedan,silver/grey
23535,small vehicle,hatchback,white
31013,small vehicle,sedan,silver/grey
30386,small vehicle,hatchback,white
37441,small vehicle,sedan,blue
22010,small vehicle,sedan,black
33067,small vehicle,sedan,black
14916,small vehicle,sedan,white
26659,small vehicle,sedan,silver/grey
14792,small vehicle,hatchback,white
25473,small vehicle,hatchback,silver/grey
31444,small vehicle,sedan,black
32082,small vehicle,van,red
27566,small vehicle,hatchback,silver/grey
37541,small vehicle,sedan,black
10205,small vehicle,hatchback,white
16332,small vehicle,hatchback,silver/grey
38518,small vehicle,hatchback,red
19085,small vehicle,hatchback,white
14781,small vehicle,sedan,silver/grey
24791,small vehicle,sedan,white
18771,small vehicle,sedan,silver/grey
16348,small vehicle,sedan,white
17900,small vehicle,sedan,white
16631,small vehicle,sedan,white
38315,large vehicle,light truck,white
33359,small vehicle,van,white
34198,small vehicle,van,white
26181,small vehicle,sedan,white
10742,small vehicle,pickup,white
17477,small vehicle,sedan,white
18378,small vehicle,sedan,silver/grey
33958,small vehicle,sedan,other
13538,small vehicle,hatchback,black
35924,small vehicle,sedan,blue
24982,small vehicle,hatchback,white
10648,small vehicle,hatchback,silver/grey
36974,small vehicle,sedan,black
30055,small vehicle,sedan,silver/grey
33913,small vehicle,sedan,silver/grey
37116,small vehicle,sedan,black
13830,small vehicle,jeep,white
19300,small vehicle,pickup,silver/grey
19938,small vehicle,sedan,silver/grey
18841,small vehicle,sedan,silver/grey
11850,large vehicle,light truck,white
31461,small vehicle,sedan,white
34560,small vehicle,sedan,white
19856,small vehicle,hatchback,red
30248,small vehicle,sedan,silver/grey
17034,small vehicle,sedan,black
32612,small vehicle,van,black
12282,small vehicle,hatchback,red
10605,small vehicle,jeep,silver/grey
32201,small vehicle,jeep,silver/grey
30575,small vehicle,hatchback,red
31500,small vehicle,sedan,silver/grey
21420,small vehicle,hatchback,silver/grey
29758,small vehicle,sedan,silver/grey
27427,small vehicle,sedan,black
30944,small vehicle,minivan,white
13315,small vehicle,sedan,white
39137,small vehicle,sedan,white
25491,small vehicle,sedan,silver/grey
25660,small vehicle,sedan,silver/grey
11528,small vehicle,minivan,white
38481,small vehicle,hatchback,white
31474,small vehicle,jeep,white
27959,small vehicle,sedan,white
29189,small vehicle,sedan,blue
33761,small vehicle,sedan,silver/grey
29998,small vehicle,sedan,silver/grey
13439,small vehicle,hatchback,silver/grey
17083,small vehicle,hatchback,white
31961,small vehicle,sedan,silver/grey
30194,small vehicle,sedan,other
17796,small vehicle,minivan,blue
37856,small vehicle,sedan,silver/grey
39931,small vehicle,minivan,white
17142,small vehicle,sedan,silver/grey
32056,small vehicle,pickup,white
24064,small vehicle,sedan,white
39819,small vehicle,hatchback,silver/grey
28982,small vehicle,hatchback,white
25158,small vehicle,hatchback,black
26979,small vehicle,sedan,red
31585,small vehicle,sedan,silver/grey
33326,small vehicle,minivan,silver/grey
18762,small vehicle,sedan,white
30814,small vehicle,hatchback,white
19995,small vehicle,sedan,black
26061,small vehicle,van,other
20602,small vehicle,sedan,white
19223,small vehicle,hatchback,blue
18810,small vehicle,sedan,blue
18454,small vehicle,minivan,white
15277,small vehicle,minivan,white
25055,small vehicle,sedan,white
35358,small vehicle,hatchback,white
24591,small vehicle,sedan,white
26291,large vehicle,truck,white
17966,small vehicle,jeep,white
36871,small vehicle,hatchback,black
12033,small vehicle,jeep,black
17891,small vehicle,sedan,silver/grey
36361,small vehicle,sedan,silver/grey
14537,small vehicle,sedan,silver/grey
10829,small vehicle,hatchback,white
13784,small vehicle,sedan,white
13432,small vehicle,sedan,black
10653,small vehicle,pickup,blue
28035,small vehicle,sedan,black
33617,small vehicle,hatchback,white
32527,small vehicle,sedan,white
27763,large vehicle,truck,white
10470,small vehicle,hatchback,black
31649,small vehicle,hatchback,white
12082,small vehicle,hatchback,white
30808,small vehicle,minivan,white
15337,small vehicle,jeep,silver/grey
32695,small vehicle,sedan,silver/grey
29365,small vehicle,jeep,silver/grey
27544,small vehicle,jeep,white
16732,small vehicle,hatchback,black
16711,small vehicle,hatchback,white
36979,small vehicle,sedan,silver/grey
24230,small vehicle,sedan,white
31476,small vehicle,sedan,blue
20782,small vehicle,hatchback,silver/grey
23436,small vehicle,hatchback,white
13023,small vehicle,sedan,white
36470,small vehicle,sedan,silver/grey
35559,small vehicle,sedan,white
39268,small vehicle,sedan,silver/grey
15572,small vehicle,sedan,silver/grey
16124,small vehicle,sedan,silver/grey
28476,small vehicle,sedan,silver/grey
29379,small vehicle,van,silver/grey
33480,large vehicle,truck,white
25701,small vehicle,sedan,silver/grey
11229,small vehicle,jeep,silver/grey
38573,small vehicle,pickup,white
37951,small vehicle,hatchback,white
36852,small vehicle,sedan,other
26784,small vehicle,sedan,black
17748,small vehicle,sedan,black
21721,small vehicle,hatchback,white
36311,small vehicle,hatchback,white
23485,small vehicle,sedan,blue
36177,small vehicle,hatchback,white
21105,small vehicle,hatchback,silver/grey
18162,small vehicle,sedan,red
36199,small vehicle,hatchback,red
13518,small vehicle,sedan,blue
14831,small vehicle,minivan,white
17620,small vehicle,hatchback,white
25398,small vehicle,sedan,other
22414,small vehicle,hatchback,white
20239,large vehicle,light truck,white
17102,small vehicle,jeep,silver/grey
11194,small vehicle,sedan,silver/grey
24584,small vehicle,hatchback,black
39977,small vehicle,sedan,blue
33249,small vehicle,sedan,black
27025,small vehicle,minivan,white
37836,small vehicle,minivan,white
19389,small vehicle,hatchback,silver/grey
21311,small vehicle,sedan,silver/grey
23842,small vehicle,sedan,silver/grey
12088,small vehicle,hatchback,white
27603,small vehicle,sedan,silver/grey
25996,small vehicle,sedan,white
18066,small vehicle,hatchback,white
10836,small vehicle,sedan,blue
22916,small vehicle,hatchback,blue
34501,small vehicle,hatchback,silver/grey
19457,small vehicle,minivan,white
37854,small vehicle,hatchback,silver/grey
30188,small vehicle,jeep,silver/grey
26259,small vehicle,sedan,silver/grey
20265,small vehicle,hatchback,white
11776,small vehicle,sedan,black
14955,small vehicle,sedan,white
37486,small vehicle,hatchback,black
20933,small vehicle,sedan,silver/grey
39134,small vehicle,jeep,silver/grey
10955,small vehicle,sedan,silver/grey
20299,small vehicle,hatchback,other
29866,small vehicle,sedan,silver/grey
21330,small vehicle,sedan,other
11258,small vehicle,pickup,white
28956,small vehicle,jeep,other
29981,small vehicle,hatchback,black
17752,small vehicle,sedan,red
22509,small vehicle,sedan,white
17266,small vehicle,sedan,black
25982,small vehicle,sedan,silver/grey
24286,small vehicle,jeep,silver/grey
36816,small vehicle,hatchback,white
26525,small vehicle,hatchback,silver/grey
38867,small vehicle,sedan,blue
23810,small vehicle,hatchback,silver/grey
35746,small vehicle,minivan,white
38079,large vehicle,truck,red
37634,small vehicle,hatchback,white
30430,small vehicle,sedan,silver/grey
20599,small vehicle,hatchback,silver/grey
33942,small vehicle,sedan,blue
15833,small vehicle,sedan,black
39175,small vehicle,jeep,white
33909,small vehicle,sedan,other
27693,small vehicle,jeep,white
19430,small vehicle,jeep,white
22099,small vehicle,sedan,silver/grey
25379,small vehicle,sedan,silver/grey
38619,small vehicle,sedan,blue
10433,small vehicle,sedan,silver/grey
12713,small vehicle,sedan,silver/grey
11794,small vehicle,minivan,silver/grey
23093,small vehicle,minivan,white
14641,small vehicle,sedan,silver/grey
19737,small vehicle,sedan,black
24785,small vehicle,hatchback,silver/grey
30552,small vehicle,hatchback,white
16699,small vehicle,sedan,silver/grey
27146,small vehicle,van,yellow
28094,small vehicle,hatchback,white
11125,small vehicle,hatchback,white
34838,small vehicle,jeep,blue
25246,small vehicle,sedan,silver/grey
25925,small vehicle,sedan,white
34941,small vehicle,sedan,white
23082,small vehicle,hatchback,silver/grey
35723,small vehicle,hatchback,silver/grey
10502,small vehicle,pickup,silver/grey
28173,small vehicle,sedan,white
29891,small vehicle,pickup,white
22090,small vehicle,jeep,silver/grey
11040,small vehicle,minivan,white
35286,small vehicle,sedan,white
17157,small vehicle,sedan,white
34316,small vehicle,sedan,silver/grey
36527,small vehicle,hatchback,silver/grey
38464,small vehicle,hatchback,white
19522,small vehicle,hatchback,other
39693,small vehicle,jeep,silver/grey
37601,small vehicle,minivan,white
22961,small vehicle,hatchback,white
24748,small vehicle,sedan,other
33350,small vehicle,sedan,white
25129,small vehicle,sedan,silver/grey
17126,small vehicle,sedan,white
35290,small vehicle,sedan,silver/grey
37716,small vehicle,hatchback,red
39366,small vehicle,sedan,silver/grey
17627,small vehicle,sedan,black
18905,small vehicle,hatchback,blue
38280,small vehicle,sedan,silver/grey
35204,small vehicle,hatchback,blue
37926,small vehicle,hatchback,white
27011,small vehicle,sedan,white
16940,small vehicle,sedan,silver/grey
20827,small vehicle,sedan,white
28781,small vehicle,sedan,silver/grey
16384,small vehicle,sedan,silver/grey
21556,small vehicle,sedan,other
23049,small vehicle,hatchback,white
18132,small vehicle,sedan,blue
31148,small vehicle,jeep,white
35819,small vehicle,jeep,silver/grey
35718,small vehicle,sedan,silver/grey
12532,small vehicle,sedan,silver/grey
20594,small vehicle,minivan,white
17817,small vehicle,sedan,silver/grey
33852,large vehicle,bus,white
28067,small vehicle,hatchback,white
33066,small vehicle,hatchback,black
10287,small vehicle,sedan,silver/grey
18730,small vehicle,hatchback,blue
29389,small vehicle,jeep,white
15234,small vehicle,sedan,white
27243,small vehicle,sedan,white
39436,small vehicle,sedan,other
12336,small vehicle,sedan,white
28749,small vehicle,hatchback,silver/grey
29429,small vehicle,hatchback,white
13115,small vehicle,sedan,white
25457,small vehicle,sedan,white
19285,small vehicle,sedan,red
27174,small vehicle,sedan,white
23057,small vehicle,sedan,white
19349,small vehicle,sedan,other
39322,small vehicle,sedan,silver/grey
23154,small vehicle,hatchback,red
30186,small vehicle,hatchback,other
27614,small vehicle,hatchback,black
24347,small vehicle,sedan,silver/grey
28232,small vehicle,hatchback,other
24985,small vehicle,jeep,black
36610,small vehicle,hatchback,black
38097,small vehicle,sedan,blue
35329,small vehicle,hatchback,silver/grey
29438,small vehicle,jeep,white
26177,small vehicle,hatchback,silver/grey
26889,small vehicle,sedan,white
38500,small vehicle,sedan,silver/grey
22432,small vehicle,sedan,silver/grey
29202,small vehicle,sedan,black
19573,small vehicle,sedan,silver/grey
36524,small vehicle,sedan,blue
19645,small vehicle,sedan,silver/grey
16461,small vehicle,jeep,silver/grey
29548,small vehicle,sedan,white
19730,small vehicle,jeep,silver/grey
18910,small vehicle,sedan,silver/grey
39583,small vehicle,hatchback,white
15773,small vehicle,hatchback,other
12648,small vehicle,sedan,blue
30153,small vehicle,hatchback,silver/grey
33786,small vehicle,hatchback,silver/grey
39999,small vehicle,van,white
11246,small vehicle,hatchback,white
33699,small vehicle,hatchback,black
24138,small vehicle,hatchback,white
12699,small vehicle,minivan,white
38393,small vehicle,sedan,white
15157,small vehicle,sedan,silver/grey
33664,small vehicle,hatchback,white
25446,small vehicle,hatchback,white
36477,small vehicle,hatchback,other
36060,small vehicle,hatchback,black
22745,small vehicle,sedan,blue
29925,small vehicle,hatchback,white
27659,small vehicle,jeep,silver/grey
28977,small vehicle,jeep,black
27459,small vehicle,hatchback,blue
17408,small vehicle,sedan,black
29725,small vehicle,pickup,white
31209,small vehicle,sedan,blue
31854,small vehicle,hatchback,white
35499,small vehicle,sedan,silver/grey
39969,small vehicle,sedan,white
26582,small vehicle,sedan,white
19344,small vehicle,van,white
29026,small vehicle,hatchback,other
29433,small vehicle,hatchback,white
26781,small vehicle,hatchback,black
38441,small vehicle,hatchback,green
35225,small vehicle,jeep,silver/grey
34965,small vehicle,jeep,white
31556,small vehicle,sedan,silver/grey
14662,small vehicle,sedan,white
25166,small vehicle,hatchback,white
28523,small vehicle,jeep,silver/grey
38395,small vehicle,minivan,white
16135,small vehicle,sedan,white
19275,small vehicle,sedan,silver/grey
12447,small vehicle,jeep,silver/grey
25106,small vehicle,sedan,white
34846,small vehicle,sedan,silver/grey
32192,small vehicle,sedan,white
19459,small vehicle,sedan,white
32064,small vehicle,sedan,silver/grey
31327,small vehicle,sedan,red
13597,small vehicle,sedan,silver/grey
24220,small vehicle,sedan,silver/grey
16936,small vehicle,sedan,other
16637,small vehicle,sedan,silver/grey
39551,small vehicle,jeep,white
19128,small vehicle,minivan,white
18702,small vehicle,sedan,silver/grey
15827,small vehicle,sedan,black
14442,small vehicle,sedan,white
35301,small vehicle,sedan,black
26527,small vehicle,sedan,black
35168,small vehicle,hatchback,white
28449,small vehicle,hatchback,white
32743,small vehicle,sedan,white
29950,small vehicle,sedan,white
24576,small vehicle,sedan,silver/grey
25872,small vehicle,hatchback,white
10364,small vehicle,hatchback,black
12858,small vehicle,minivan,white
25201,small vehicle,sedan,blue
24307,small vehicle,jeep,black
16115,small vehicle,sedan,silver/grey
12574,small vehicle,jeep,silver/grey
13094,small vehicle,hatchback,other
26495,small vehicle,sedan,silver/grey
10914,small vehicle,hatchback,white
11509,small vehicle,hatchback,blue
35780,small vehicle,hatchback,silver/grey
33760,small vehicle,sedan,white
30122,small vehicle,sedan,silver/grey
10562,small vehicle,sedan,black
31353,small vehicle,hatchback,white
12919,small vehicle,hatchback,black
39530,small vehicle,jeep,other
29930,small vehicle,sedan,silver/grey
10920,small vehicle,sedan,black
29052,small vehicle,jeep,white
19490,small vehicle,sedan,white
15420,small vehicle,sedan,blue
33337,small vehicle,hatchback,other
16040,small vehicle,hatchback,white
22198,small vehicle,jeep,red
10931,small vehicle,sedan,white
34149,small vehicle,jeep,white
37459,small vehicle,van,white
31916,large vehicle,light truck,white
16739,large vehicle,minibus,white
18849,small vehicle,sedan,white
37100,small vehicle,sedan,silver/grey
16151,small vehicle,jeep,blue
