tag_id,general_class,sub_class,color
18609,small vehicle,sedan,other
34773,small vehicle,sedan,blue
37349,small vehicle,jeep,silver/grey
21331,large vehicle,other,white
34862,small vehicle,jeep,white
33261,small vehicle,sedan,silver/grey
36466,small vehicle,sedan,white
26749,small vehicle,sedan,white
33712,small vehicle,hatchback,silver/grey
32476,small vehicle,sedan,white
34759,small vehicle,sedan,white
20666,small vehicle,sedan,silver/grey
16553,small vehicle,sedan,white
19829,small vehicle,sedan,white
31495,small vehicle,jeep,silver/grey
25635,small vehicle,sedan,blue
37410,small vehicle,sedan,white
23131,small vehicle,jeep,silver/grey
26805,small vehicle,hatchback,black
38770,small vehicle,sedan,red
27020,small vehicle,van,white
26334,small vehicle,hatchback,blue
24845,small vehicle,sedan,black
31293,small vehicle,sedan,blue
37654,small vehicle,sedan,silver/grey
30007,small vehicle,sedan,white
32269,small vehicle,sedan,blue
27764,small vehicle,van,silver/grey
36220,small vehicle,pickup,white
24349,small vehicle,sedan,silver/grey
34628,small vehicle,sedan,blue
28916,small vehicle,sedan,silver/grey
30357,small vehicle,sedan,silver/grey
25053,small vehicle,sedan,silver/grey
33219,small vehicle,hatchback,blue
14807,small vehicle,sedan,white
34290,small vehicle,hatchback,black
25790,small vehicle,hatchback,blue
12318,small vehicle,sedan,red
23692,small vehicle,jeep,blue
17546,small vehicle,sedan,white
13836,small vehicle,jeep,silver/grey
31642,small vehicle,sedan,blue
28547,small vehicle,pickup,white
25762,small vehicle,hatchback,silver/grey
24150,small vehicle,jeep,silver/grey
24440,small vehicle,hatchback,other
11928,small vehicle,hatchback,black
12633,small vehicle,hatchback,silver/grey
14578,large vehicle,other,white
10922,small vehicle,sedan,silver/grey
34816,small vehicle,sedan,silver/grey
37483,small vehicle,jeep,silver/grey
11065,small vehicle,hatchback,silver/grey
38191,small vehicle,sedan,silver/grey
22050,small vehicle,sedan,white
17014,small vehicle,jeep,white
29941,small vehicle,hatchback,white
37456,small vehicle,sedan,white
31494,small vehicle,jeep,silver/grey
25090,small vehicle,sedan,silver/grey
12527,small vehicle,hatchback,white
15410,small vehicle,sedan,silver/grey
16076,small vehicle,van,white
35401,small vehicle,hatchback,silver/grey
31499,small vehicle,hatchback,red
14760,small vehicle,pickup,silver/grey
38528,small vehicle,pickup,white
35233,small vehicle,jeep,white
12555,small vehicle,jeep,white
28334,small vehicle,sedan,other
23909,small vehicle,hatchback,silver/grey
11292,small vehicle,sedan,silver/grey
26564,small vehicle,sedan,white
25906,small vehicle,sedan,silver/grey
11348,small vehicle,hatchback,black
30637,small vehicle,hatchback,black
38000,small vehicle,sedan,black
36941,small vehicle,sedan,red
22663,small vehicle,hatchback,white
29705,small vehicle,sedan,silver/grey
21494,small vehicle,hatchback,blue
25400,small vehicle,sedan,black
22379,small vehicle,sedan,silver/grey
13943,small vehicle,jeep,silver/grey
38232,small vehicle,jeep,silver/grey
14278,small vehicle,hatchback,blue
27109,small vehicle,sedan,other
33505,small vehicle,hatchback,white
20514,small vehicle,jeep,white
13585,small vehicle,hatchback,black
27178,small vehicle,sedan,black
30101,small vehicle,sedan,silver/grey
18444,small vehicle,jeep,red
13211,small vehicle,hatchback,black
17179,small vehicle,hatchback,black
18952,small vehicle,hatchback,silver/grey
11005,small vehicle,sedan,other
22749,small vehicle,sedan,silver/grey
15278,small vehicle,hatchback,blue
17444,small vehicle,pickup,white
23016,small vehicle,sedan,silver/grey
14612,small vehicle,hatchback,silver/grey
35870,small vehicle,sedan,silver/grey
39033,small vehicle,jeep,silver/grey
24081,small vehicle,hatchback,blue
18867,small vehicle,hatchback,black
19359,small vehicle,jeep,silver/grey
37150,small vehicle,sedan,silver/grey
32866,small vehicle,hatchback,green
17216,small vehicle,hatchback,silver/grey
34027,small vehicle,jeep,white
11387,small vehicle,hatchback,other
18212,small vehicle,sedan,silver/grey
27447,small vehicle,sedan,white
14686,small vehicle,sedan,silver/grey
34353,small vehicle,sedan,blue
21136,small vehicle,sedan,white
34879,small vehicle,sedan,white
12724,small vehicle,sedan,white
22850,small vehicle,hatchback,silver/grey
12680,small vehicle,jeep,white
28482,small vehicle,hatchback,blue
32147,small vehicle,sedan,black
38420,small vehicle,sedan,silver/grey
32226,small vehicle,sedan,silver/grey
12602,small vehicle,hatchback,white
38655,small vehicle,jeep,white
16337,small vehicle,sedan,other
12565,small vehicle,sedan,silver/grey
11286,small vehicle,hatchback,blue
36575,small vehicle,sedan,silver/grey
19771,small vehicle,sedan,silver/grey
17242,small vehicle,sedan,green
23797,small vehicle,sedan,white
17406,small vehicle,hatchback,blue
28671,small vehicle,van,white
11787,small vehicle,sedan,silver/grey
19515,small vehicle,sedan,silver/grey
37151,small vehicle,jeep,silver/grey
27374,small vehicle,van,white
18048,small vehicle,jeep,white
32993,small vehicle,jeep,white
22317,small vehicle,hatchback,blue
11390,small vehicle,sedan,blue
31751,small vehicle,sedan,silver/grey
21884,small vehicle,jeep,silver/grey
27687,small vehicle,sedan,blue
17690,small vehicle,jeep,green
10218,small vehicle,sedan,white
29447,small vehicle,sedan,silver/grey
22897,small vehicle,sedan,other
17820,small vehicle,sedan,white
17480,small vehicle,hatchback,white
28421,small vehicle,sedan,white
11331,small vehicle,hatchback,white
24692,small vehicle,sedan,other
19308,small vehicle,hatchback,white
28705,small vehicle,sedan,white
14890,small vehicle,sedan,white
23205,small vehicle,sedan,white
39040,small vehicle,jeep,white
19936,small vehicle,sedan,silver/grey
13982,small vehicle,sedan,black
23908,small vehicle,van,white
11902,small vehicle,hatchback,white
27345,small vehicle,sedan,red
16565,small vehicle,sedan,silver/grey
35827,small vehicle,sedan,white
39235,small vehicle,sedan,silver/grey
31455,small vehicle,sedan,white
38714,small vehicle,sedan,silver/grey
25675,small vehicle,sedan,silver/grey
13363,small vehicle,hatchback,black
17718,small vehicle,hatchback,black
28375,small vehicle,sedan,black
24083,small vehicle,sedan,blue
13616,small vehicle,jeep,white
18093,small vehicle,van,yellow
21761,small vehicle,sedan,silver/grey
29727,small vehicle,hatchback,silver/grey
19819,small vehicle,hatchback,black
29585,small vehicle,sedan,white
25127,small vehicle,hatchback,black
10984,small vehicle,sedan,silver/grey
14893,small vehicle,sedan,white
17908,small vehicle,jeep,white
10596,small vehicle,sedan,silver/grey
13567,small vehicle,sedan,red
21516,small vehicle,sedan,black
12598,small vehicle,sedan,white
15211,small vehicle,hatchback,blue
32514,large vehicle,other,green
12360,small vehicle,sedan,red
18913,small vehicle,sedan,white
28529,small vehicle,sedan,white
25274,small vehicle,jeep,other
15541,small vehicle,van,white
27395,small vehicle,sedan,silver/grey
17158,small vehicle,hatchback,other
38830,small vehicle,jeep,black
26362,small vehicle,sedan,silver/grey
30743,small vehicle,sedan,blue
20580,small vehicle,sedan,silver/grey
23847,small vehicle,sedan,silver/grey
38338,small vehicle,sedan,white
15063,small vehicle,van,white
38887,small vehicle,van,yellow
19328,small vehicle,minivan,white
32239,small vehicle,hatchback,silver/grey
25317,small vehicle,sedan,silver/grey
16720,small vehicle,minivan,white
24678,small vehicle,hatchback,white
28337,small vehicle,hatchback,black
26660,small vehicle,jeep,silver/grey
15421,small vehicle,hatchback,white
29320,small vehicle,jeep,blue
27540,small vehicle,jeep,white
32733,small vehicle,hatchback,white
36657,small vehicle,jeep,black
19761,small vehicle,hatchback,white
39042,small vehicle,sedan,white
30770,small vehicle,sedan,silver/grey
27417,small vehicle,sedan,silver/grey
24961,small vehicle,jeep,silver/grey
37983,small vehicle,pickup,silver/grey
12115,small vehicle,sedan,white
16710,small vehicle,pickup,white
24249,small vehicle,sedan,blue
37242,small vehicle,sedan,white
34224,small vehicle,jeep,silver/grey
35625,small vehicle,sedan,white
15470,small vehicle,sedan,black
21659,small vehicle,minivan,white
12735,small vehicle,hatchback,white
24306,small vehicle,sedan,silver/grey
38210,small vehicle,sedan,silver/grey
13091,small vehicle,sedan,white
28681,small vehicle,minivan,white
26635,small vehicle,sedan,silver/grey
31769,small vehicle,sedan,blue
10666,small vehicle,jeep,white
34031,small vehicle,jeep,silver/grey
35411,small vehicle,hatchback,silver/grey
10554,small vehicle,sedan,blue
30497,small vehicle,sedan,white
18405,small vehicle,minivan,white
35858,small vehicle,sedan,white
26351,small vehicle,hatchback,silver/grey
39757,small vehicle,pickup,white
13741,small vehicle,sedan,silver/grey
33282,small vehicle,sedan,white
37475,small vehicle,hatchback,white
36982,small vehicle,hatchback,blue
35587,small vehicle,sedan,silver/grey
23894,small vehicle,sedan,blue
38182,small vehicle,hatchback,black
39812,small vehicle,sedan,white
27668,small vehicle,sedan,silver/grey
30936,small vehicle,sedan,silver/grey
38218,small vehicle,sedan,other
37828,small vehicle,sedan,white
19042,small vehicle,sedan,silver/grey
21696,small vehicle,jeep,other
39915,small vehicle,sedan,blue
33574,small vehicle,sedan,white
17327,small vehicle,sedan,green
34021,small vehicle,sedan,silver/grey
25408,small vehicle,sedan,silver/grey
39829,small vehicle,sedan,black
15660,small vehicle,sedan,other
15204,small vehicle,minivan,white
35540,small vehicle,sedan,black
13155,small vehicle,jeep,silver/grey
20789,small vehicle,sedan,blue
23651,small vehicle,hatchback,silver/grey
21880,small vehicle,sedan,silver/grey
32530,small vehicle,sedan,white
39768,small vehicle,jeep,black
12025,small vehicle,sedan,white
25961,small vehicle,hatchback,silver/grey
17259,small vehicle,sedan,white
32849,small vehicle,sedan,blue
23001,small vehicle,minivan,white
13674,small vehicle,jeep,silver/grey
21680,small vehicle,sedan,white
30728,small vehicle,sedan,white
10625,small vehicle,sedan,silver/grey
28664,small vehicle,jeep,other
20458,small vehicle,sedan,silver/grey
10430,small vehicle,sedan,silver/grey
29168,small vehicle,pickup,silver/grey
16717,small vehicle,van,white
11506,small vehicle,sedan,white
17759,small vehicle,sedan,silver/grey
12572,small vehicle,sedan,black
38177,small vehicle,sedan,silver/grey
28165,small vehicle,hatchback,white
14958,small vehicle,sedan,silver/grey
21433,small vehicle,jeep,white
31631,small vehicle,jeep,other
35539,small vehicle,pickup,white
22512,small vehicle,van,white
34659,small vehicle,van,white
18239,small vehicle,van,white
37338,large vehicle,truck,silver/grey
28625,large vehicle,truck,silver/grey
34919,large vehicle,truck,red
39220,small vehicle,jeep,silver/grey
38730,small vehicle,sedan,white
33587,small vehicle,sedan,white
13859,small vehicle,sedan,silver/grey
23718,small vehicle,sedan,silver/grey
27331,small vehicle,sedan,white
27880,small vehicle,pickup,silver/grey
11441,small vehicle,sedan,white
21592,large vehicle,light truck,white
24201,small vehicle,pickup,silver/grey
30019,small vehicle,hatchback,silver/grey
12519,small vehicle,sedan,white
34601,small vehicle,jeep,blue
15111,small vehicle,sedan,silver/grey
37176,small vehicle,minivan,white
19758,small vehicle,sedan,white
26884,small vehicle,sedan,white
31420,small vehicle,sedan,white
26946,small vehicle,jeep,silver/grey
22318,small vehicle,sedan,silver/grey
11327,small vehicle,hatchback,black
36658,small vehicle,jeep,white
25581,small vehicle,sedan,silver/grey
29589,small vehicle,sedan,white
38560,small vehicle,van,white
24829,small vehicle,van,white
14851,small vehicle,van,white
37087,small vehicle,minivan,white
38172,small vehicle,minivan,white
11056,small vehicle,minivan,white
30526,small vehicle,pickup,white
19835,small vehicle,jeep,silver/grey
16388,small vehicle,hatchback,silver/grey
11023,small vehicle,hatchback,silver/grey
22748,small vehicle,sedan,green
22507,small vehicle,sedan,white
34916,small vehicle,minivan,white
36387,small vehicle,sedan,silver/grey
16795,small vehicle,hatchback,silver/grey
18046,small vehicle,sedan,white
38797,small vehicle,jeep,black
28808,small vehicle,sedan,white
33096,small vehicle,hatchback,other
13696,small vehicle,jeep,blue
37890,small vehicle,sedan,silver/grey
33458,small vehicle,hatchback,silver/grey
35683,small vehicle,sedan,silver/grey
31617,small vehicle,sedan,white
35185,small vehicle,jeep,black
19757,small vehicle,sedan,white
30906,small vehicle,sedan,silver/grey
26396,small vehicle,sedan,black
16078,small vehicle,sedan,other
24608,small vehicle,jeep,white
16351,small vehicle,hatchback,silver/grey
11153,small vehicle,minivan,white
38126,small vehicle,minivan,white
19755,small vehicle,sedan,black
36035,small vehicle,van,silver/grey
36745,small vehicle,van,silver/grey
39579,small vehicle,minivan,white
37759,small vehicle,hatchback,white
31632,small vehicle,sedan,blue
13785,small vehicle,sedan,other
12204,small vehicle,van,white
27116,small vehicle,van,white
15038,small vehicle,hatchback,black
22016,small vehicle,hatchback,silver/grey
38355,small vehicle,sedan,blue
39794,small vehicle,sedan,white
30178,small vehicle,sedan,white
26496,small vehicle,hatchback,silver/grey
37480,small vehicle,sedan,silver/grey
24912,small vehicle,sedan,silver/grey
13691,small vehicle,hatchback,silver/grey
25087,small vehicle,sedan,silver/grey
27702,small vehicle,pickup,white
39810,small vehicle,hatchback,silver/grey
17921,small vehicle,pickup,silver/grey
38993,small vehicle,van,white
14490,large vehicle,truck,white
10729,small vehicle,sedan,other
35838,small vehicle,sedan,red
29351,small vehicle,sedan,green
28608,small vehicle,sedan,silver/grey
23846,small vehicle,hatchback,silver/grey
26223,small vehicle,hatchback,other
26255,small vehicle,hatchback,white
25681,small vehicle,sedan,silver/grey
28072,small vehicle,hatchback,white
29902,small vehicle,sedan,white
29256,small vehicle,sedan,blue
14126,small vehicle,hatchback,red
15158,small vehicle,sedan,silver/grey
36482,small vehicle,sedan,white
10765,small vehicle,minivan,white
15830,small vehicle,pickup,black
22750,small vehicle,sedan,white
33825,large vehicle,other,white
11154,small vehicle,sedan,white
19536,small vehicle,hatchback,black
29913,small vehicle,hatchback,blue
26142,small vehicle,sedan,white
20316,small vehicle,sedan,silver/grey
35648,small vehicle,van,white
16930,small vehicle,sedan,white
21913,small vehicle,sedan,silver/grey
18744,small vehicle,jeep,silver/grey
14521,small vehicle,hatchback,white
19966,small vehicle,sedan,blue
24450,small vehicle,pickup,white
38169,small vehicle,sedan,silver/grey
10166,small vehicle,sedan,silver/grey
25228,small vehicle,sedan,white
29443,small vehicle,sedan,silver/grey
22929,small vehicle,sedan,silver/grey
34801,small vehicle,sedan,other
20975,small vehicle,sedan,white
34657,small vehicle,sedan,white
12250,small vehicle,minivan,silver/grey
34541,small vehicle,jeep,silver/grey
17402,small vehicle,sedan,white
15006,small vehicle,sedan,white
37455,small vehicle,minivan,white
33606,small vehicle,hatchback,silver/grey
12833,small vehicle,sedan,white
16414,small vehicle,sedan,silver/grey
37919,small vehicle,sedan,silver/grey
25735,small vehicle,hatchback,black
11069,small vehicle,hatchback,silver/grey
20674,small vehicle,hatchback,silver/grey
22217,small vehicle,sedan,white
29301,small vehicle,hatchback,silver/grey
37433,small vehicle,sedan,white
18348,small vehicle,sedan,silver/grey
38173,small vehicle,sedan,white
30202,small vehicle,jeep,black
23095,small vehicle,hatchback,white
39387,small vehicle,sedan,white
15489,small vehicle,hatchback,white
38302,small vehicle,hatchback,silver/grey
36352,small vehicle,sedan,silver/grey
32316,small vehicle,jeep,other
30784,small vehicle,sedan,white
20341,small vehicle,hatchback,white
37929,small vehicle,jeep,white
12597,small vehicle,hatchback,black
21874,small vehicle,van,silver/grey
29018,small vehicle,hatchback,other
34157,small vehicle,sedan,silver/grey
12507,small vehicle,sedan,white
14583,small vehicle,hatchback,white
23061,small vehicle,sedan,blue
15301,small vehicle,hatchback,white
14670,small vehicle,sedan,white
37614,small vehicle,hatchback,silver/grey
14996,small vehicle,sedan,other
34084,small vehicle,sedan,silver/grey
11641,small vehicle,hatchback,silver/grey
17279,small vehicle,hatchback,other
28974,small vehicle,hatchback,white
17283,small vehicle,sedan,white
24007,small vehicle,hatchback,red
26900,small vehicle,sedan,black
29043,small vehicle,hatchback,white
13663,small vehicle,jeep,black
12586,small vehicle,sedan,silver/grey
23036,small vehicle,sedan,white
13955,small vehicle,minivan,white
12327,small vehicle,hatchback,black
32754,small vehicle,sedan,white
35983,small vehicle,hatchback,silver/grey
26287,small vehicle,sedan,silver/grey
37465,small vehicle,sedan,silver/grey
39861,small vehicle,sedan,white
35380,large vehicle,light truck,white
17920,small vehicle,jeep,silver/grey
16182,small vehicle,hatchback,red
34729,small vehicle,jeep,black
16378,small vehicle,hatchback,red
39880,small vehicle,hatchback,silver/grey
30505,small vehicle,hatchback,blue
24215,small vehicle,jeep,silver/grey
25771,small vehicle,jeep,green
39705,small vehicle,hatchback,other
37618,small vehicle,sedan,white
19643,small vehicle,hatchback,white
39559,small vehicle,sedan,blue
29428,small vehicle,hatchback,silver/grey
37901,small vehicle,sedan,green
13269,small vehicle,sedan,silver/grey
38093,small vehicle,pickup,white
37851,small vehicle,sedan,blue
19953,small vehicle,hatchback,silver/grey
12362,small vehicle,minivan,white
33737,small vehicle,sedan,silver/grey
36010,small vehicle,minivan,white
30992,small vehicle,sedan,red
15714,small vehicle,hatchback,black
21288,small vehicle,sedan,white
31513,small vehicle,hatchback,silver/grey
13944,small vehicle,hatchback,other
33344,small vehicle,sedan,silver/grey
27557,small vehicle,sedan,white
31731,small vehicle,hatchback,silver/grey
17706,small vehicle,sedan,silver/grey
15949,small vehicle,jeep,silver/grey
29968,small vehicle,sedan,blue
37279,small vehicle,sedan,blue
22580,small vehicle,jeep,silver/grey
39290,small vehicle,sedan,other
21438,small vehicle,hatchback,white
37159,small vehicle,sedan,red
35905,small vehicle,jeep,white
29860,small vehicle,jeep,white
31913,small vehicle,sedan,white
36571,small vehicle,hatchback,silver/grey
24185,small vehicle,sedan,white
33595,small vehicle,sedan,black
32617,small vehicle,sedan,silver/grey
34646,small vehicle,sedan,black
27568,small vehicle,sedan,silver/grey
10240,small vehicle,sedan,green
33226,small vehicle,sedan,silver/grey
28330,small vehicle,van,white
16340,small vehicle,van,white
18553,small vehicle,hatchback,white
27590,small vehicle,hatchback,black
29446,small vehicle,sedan,silver/grey
30792,small vehicle,sedan,silver/grey
34079,small vehicle,hatchback,silver/grey
23849,small vehicle,hatchback,silver/grey
34159,small vehicle,jeep,silver/grey
24242,small vehicle,hatchback,black
12694,small vehicle,sedan,silver/grey
17737,small vehicle,minivan,blue
28544,small vehicle,jeep,silver/grey
19722,small vehicle,sedan,white
29087,small vehicle,minivan,white
31038,small vehicle,sedan,black
38581,small vehicle,sedan,black
38837,small vehicle,sedan,white
22735,small vehicle,jeep,red
23019,small vehicle,sedan,silver/grey
39531,small vehicle,jeep,silver/grey
12653,large vehicle,other,blue
39127,small vehicle,sedan,white
19264,small vehicle,sedan,white
14024,small vehicle,sedan,white
19549,small vehicle,hatchback,silver/grey
11238,small vehicle,sedan,white
26888,small vehicle,minivan,white
29399,small vehicle,hatchback,blue
27415,small vehicle,sedan,white
21598,small vehicle,sedan,silver/grey
25952,small vehicle,hatchback,silver/grey
10921,small vehicle,pickup,white
22734,small vehicle,hatchback,blue
14147,small vehicle,hatchback,red
22584,small vehicle,sedan,other
16537,small vehicle,sedan,silver/grey
13987,large vehicle,other,white
34745,small vehicle,minivan,silver/grey
28261,small vehicle,hatchback,blue
22069,small vehicle,hatchback,white
15933,small vehicle,sedan,silver/grey
29165,small vehicle,sedan,white
34464,large vehicle,other,yellow
23478,small vehicle,pickup,black
24528,small vehicle,sedan,white
27153,small vehicle,minivan,white
18956,small vehicle,hatchback,white
10242,small vehicle,sedan,silver/grey
39614,small vehicle,hatchback,silver/grey
34956,small vehicle,sedan,silver/grey
35555,small vehicle,hatchback,black
20725,small vehicle,hatchback,white
12821,small vehicle,sedan,white
30425,small vehicle,sedan,white
18536,small vehicle,sedan,white
39839,small vehicle,sedan,black
37630,small vehicle,sedan,silver/grey
16755,small vehicle,sedan,white
29427,small vehicle,minivan,black
29216,large vehicle,truck,white
16051,small vehicle,sedan,white
28353,small vehicle,sedan,blue
38129,small vehicle,minivan,white
11186,small vehicle,hatchback,silver/grey
21132,small vehicle,sedan,silver/grey
21979,small vehicle,jeep,black
26773,small vehicle,sedan,blue
33953,small vehicle,sedan,white
31119,small vehicle,sedan,white
15756,small vehicle,sedan,silver/grey
28817,small vehicle,sedan,white
33890,small vehicle,minivan,blue
28258,small vehicle,hatchback,silver/grey
38504,small vehicle,pickup,blue
36954,small vehicle,sedan,white
27823,small vehicle,minivan,silver/grey
29452,small vehicle,hatchback,white
36126,small vehicle,sedan,white
37070,small vehicle,sedan,black
39954,small vehicle,hatchback,blue
24789,small vehicle,pickup,black
33621,small vehicle,sedan,silver/grey
39872,small vehicle,sedan,white
38860,small vehicle,sedan,black
21716,small vehicle,sedan,black
12832,small vehicle,pickup,white
30373,small vehicle,sedan,blue
23221,small vehicle,pickup,silver/grey
32155,small vehicle,sedan,blue
32634,small vehicle,jeep,blue
19866,small vehicle,hatchback,blue
20916,small vehicle,sedan,blue
24554,small vehicle,hatchback,silver/grey
37801,large vehicle,light truck,white
25242,small vehicle,hatchback,silver/grey
20847,small vehicle,hatchback,silver/grey
18257,small vehicle,sedan,blue
39015,small vehicle,sedan,white
39158,small vehicle,jeep,black
30338,small vehicle,hatchback,white
34391,small vehicle,hatchback,white
32291,small vehicle,sedan,silver/grey
12486,small vehicle,hatchback,silver/grey
24689,small vehicle,hatchback,blue
31102,small vehicle,hatchback,white
30911,small vehicle,minivan,white
38183,small vehicle,sedan,white
12291,small vehicle,sedan,white
12272,small vehicle,hatchback,silver/grey
31290,small vehicle,sedan,white
34280,small vehicle,sedan,other
11808,small vehicle,hatchback,white
39051,small vehicle,sedan,white
25222,small vehicle,jeep,blue
31188,small vehicle,hatchback,white
31538,small vehicle,hatchback,silver/grey
20587,small vehicle,minivan,silver/grey
11668,small vehicle,hatchback,black
10755,small vehicle,sedan,silver/grey
28764,small vehicle,minivan,white
23124,small vehicle,sedan,blue
25121,small vehicle,hatchback,white
32094,small vehicle,sedan,white
16701,small vehicle,sedan,silver/grey
11511,small vehicle,sedan,silver/grey
28089,small vehicle,sedan,white
37810,small vehicle,sedan,silver/grey
29068,small vehicle,sedan,white
24855,small vehicle,sedan,silver/grey
36401,small vehicle,sedan,silver/grey
30850,small vehicle,minivan,white
33770,small vehicle,sedan,white
15452,small vehicle,sedan,blue
11973,small vehicle,sedan,white
25268,small vehicle,sedan,silver/grey
24910,small vehicle,hatchback,white
16600,small vehicle,sedan,white
25049,small vehicle,sedan,white
14693,small vehicle,sedan,white
33826,small vehicle,minivan,white
32654,small vehicle,sedan,white
21166,small vehicle,sedan,silver/grey
12405,small vehicle,hatchback,black
35143,small vehicle,hatchback,black
15017,small vehicle,minivan,red
14736,small vehicle,sedan,blue
37991,small vehicle,sedan,white
10673,small vehicle,minivan,silver/grey
27987,small vehicle,hatchback,blue
39564,small vehicle,hatchback,red
25042,small vehicle,hatchback,white
26409,small vehicle,sedan,silver/grey
15315,small vehicle,sedan,silver/grey
12573,small vehicle,pickup,black
35351,small vehicle,sedan,white
20893,small vehicle,sedan,white
28194,small vehicle,minivan,white
17003,small vehicle,hatchback,white
30612,small vehicle,sedan,white
32587,small vehicle,sedan,silver/grey
32737,small vehicle,van,black
10498,small vehicle,sedan,white
35907,small vehicle,sedan,white
28004,small vehicle,sedan,white
39050,small vehicle,sedan,silver/grey
28938,small vehicle,pickup,white
20366,small vehicle,sedan,silver/grey
25262,small vehicle,minivan,white
36762,small vehicle,sedan,silver/grey
26212,small vehicle,hatchback,silver/grey
23302,small vehicle,sedan,silver/grey
28578,small vehicle,sedan,white
35302,small vehicle,hatchback,silver/grey
14149,small vehicle,sedan,red
23742,small vehicle,hatchback,black
12103,small vehicle,hatchback,silver/grey
34585,small vehicle,sedan,white
29510,small vehicle,hatchback,other
15790,small vehicle,sedan,white
38658,small vehicle,hatchback,white
30172,small vehicle,sedan,blue
28068,small vehicle,sedan,white
19266,small vehicle,sedan,white
11205,small vehicle,sedan,white
21525,small vehicle,sedan,white
31258,small vehicle,sedan,black
33430,small vehicle,sedan,silver/grey
24800,small vehicle,sedan,white
17717,small vehicle,hatchback,silver/grey
25159,small vehicle,hatchback,blue
25104,large vehicle,other,white
22530,small vehicle,sedan,silver/grey
38499,small vehicle,sedan,black
24801,small vehicle,sedan,white
30855,small vehicle,sedan,white
16192,small vehicle,pickup,blue
32252,small vehicle,sedan,red
38215,small vehicle,hatchback,white
27295,small vehicle,hatchback,black
36705,small vehicle,sedan,white
27475,small vehicle,hatchback,white
31411,small vehicle,hatchback,white
18358,small vehicle,minivan,black
13958,small vehicle,sedan,silver/grey
31583,small vehicle,hatchback,blue
34352,small vehicle,sedan,white
20235,small vehicle,sedan,silver/grey
23825,small vehicle,hatchback,white
22329,small vehicle,hatchback,silver/grey
14964,small vehicle,sedan,white
15669,small vehicle,sedan,white
14021,small vehicle,van,white
30510,small vehicle,hatchback,white
14438,small vehicle,hatchback,white
14230,small vehicle,sedan,white
10947,large vehicle,other,white
25203,small vehicle,sedan,silver/grey
35611,small vehicle,sedan,silver/grey
14823,small vehicle,sedan,blue
35466,small vehicle,van,white
27325,small vehicle,sedan,silver/grey
29312,small vehicle,hatchback,white
19599,small vehicle,pickup,red
13524,small vehicle,hatchback,white
25030,small vehicle,sedan,silver/grey
38735,small vehicle,sedan,silver/grey
34037,small vehicle,minivan,white
22286,small vehicle,sedan,silver/grey
11544,small vehicle,hatchback,white
29843,small vehicle,minivan,white
29287,small vehicle,sedan,black
18291,small vehicle,hatchback,black
36576,small vehicle,minivan,black
10714,small vehicle,hatchback,white
32233,small vehicle,sedan,silver/grey
13471,small vehicle,sedan,white
15850,small vehicle,sedan,silver/grey
33961,small vehicle,hatchback,white
27868,small vehicle,hatchback,white
26601,small vehicle,sedan,silver/grey
28825,small vehicle,hatchback,white
25236,small vehicle,hatchback,white
38638,small vehicle,minivan,white
16271,small vehicle,sedan,blue
29811,small vehicle,sedan,silver/grey
29153,small vehicle,sedan,silver/grey
13502,small vehicle,van,white
24384,small vehicle,hatchback,white
16683,small vehicle,sedan,white
34054,small vehicle,sedan,silver/grey
33892,small vehicle,hatchback,black
10175,small vehicle,sedan,white
18359,small vehicle,hatchback,silver/grey
37428,small vehicle,sedan,black
27743,small vehicle,hatchback,black
16380,small vehicle,hatchback,silver/grey
31640,small vehicle,sedan,silver/grey
17317,small vehicle,sedan,silver/grey
27971,small vehicle,sedan,white
21129,small vehicle,sedan,silver/grey
30812,large vehicle,truck,black
34190,small vehicle,hatchback,white
24676,small vehicle,sedan,white
33251,small vehicle,hatchback,white
10010,small vehicle,hatchback,white
13510,large vehicle,other,yellow
39172,small vehicle,hatchback,other
31416,small vehicle,sedan,white
26545,small vehicle,hatchback,white
16629,small vehicle,sedan,silver/grey
35624,small vehicle,sedan,black
14765,small vehicle,minivan,white
16417,small vehicle,hatchback,silver/grey
26839,small vehicle,hatchback,silver/grey
24283,small vehicle,sedan,white
25142,small vehicle,hatchback,silver/grey
16313,small vehicle,sedan,white
29084,small vehicle,sedan,white
25782,small vehicle,sedan,silver/grey
27368,small vehicle,sedan,silver/grey
29045,small vehicle,sedan,silver/grey
24499,small vehicle,sedan,blue
35866,small vehicle,hatchback,white
19125,small vehicle,sedan,silver/grey
32498,small vehicle,pickup,black
14604,small vehicle,van,white
26201,small vehicle,hatchback,silver/grey
36432,small vehicle,sedan,white
13725,small vehicle,minivan,white
14694,small vehicle,sedan,silver/grey
35208,small vehicle,hatchback,silver/grey
30444,small vehicle,sedan,silver/grey
17755,small vehicle,sedan,white
35910,small vehicle,sedan,white
24823,small vehicle,hatchback,black
21794,small vehicle,sedan,white
19354,small vehicle,pickup,white
39932,small vehicle,sedan,silver/grey
39798,small vehicle,van,white
33132,small vehicle,minivan,blue
15872,small vehicle,hatchback,white
35300,small vehicle,hatchback,black
20264,small vehicle,sedan,yellow
17371,small vehicle,hatchback,silver/grey
34908,large vehicle,truck,white
28936,small vehicle,sedan,silver/grey
36874,small vehicle,minivan,white
26390,small vehicle,sedan,blue
27985,small vehicle,sedan,blue
14850,small vehicle,sedan,silver/grey
12569,small vehicle,sedan,silver/grey
